SYMBOL,ENTREZID,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
Vps33b,233405,vacuolar protein sorting 33B,0.2763588222863316,5.755301554492572,1.9586374984567299,0.077248030235889,0.3017620097392117,-5.477821588185034
Hccs,15159,holocytochrome c synthetase,-0.25113578929019376,5.421544135917027,-1.9577957365266045,0.07735753514145431,0.30209677004455904,-5.478537723011029
Fam78a,241303,"family with sequence similarity 78, member A",0.3497594125275443,7.759458062797721,1.9562245883419516,0.0775623136965203,0.30255630563894653,-5.496009589430364
Lman1l,235416,"lectin, mannose-binding 1 like",1.2927854351908956,0.746551851007435,1.9558641163489376,0.07760936778968051,0.30255630563894653,-4.419407538014348
Trim26_1,NA,NA,0.33082067743890864,5.106471805232254,1.95583477616584,0.07761319887297717,0.30255630563894653,-5.415106024212893
Itm2b,16432,integral membrane protein 2B,-0.2693587819289469,8.826058645569017,-1.9557927605755392,0.07761868535008346,0.30255630563894653,-5.422971870908401
Camta1,100072,calmodulin binding transcription activator 1,0.3719493128238005,4.334880346165784,1.955680119733307,0.07763339599512893,0.30255630563894653,-5.234916982063568
Tcp11l1,320554,t-complex 11 like 1,-0.8632749321572286,-0.39774085880249754,-1.9553944270066983,0.0776707185021684,0.30255630563894653,-4.538617737132798
Yipf5,67180,"Yip1 domain family, member 5",-0.3050196557540801,5.435563593310975,-1.9552879066221005,0.07768463846417116,0.30255630563894653,-5.477659970900247
Osbpl5,79196,oxysterol binding protein-like 5,0.3782377162716486,5.183622265979892,1.9552360510996631,0.07769141572694611,0.30255630563894653,-5.465962291429886
Dnajc24,99349,DnaJ heat shock protein family (Hsp40) member C24,-0.3672120084322046,3.6543153382014544,-1.9552139223583302,0.07769430801299253,0.30255630563894653,-5.2428220600072795
Zdhhc14,224454,"zinc finger, DHHC domain containing 14",1.6623803589644575,1.2770714639788818,1.9596085089431337,0.07771423672919318,0.30255630563894653,-4.362027109775929
Irgm1_3,NA,NA,-0.37993931858133756,4.339666613341886,-1.9548834597125435,0.07773751232526527,0.30255630563894653,-5.253588682108878
Reep2,225362,receptor accessory protein 2,0.5468987168020334,1.8786114298176058,1.9546212800175455,0.07777180534849404,0.3025969537754346,-4.912264072705795
Bcl2l1,12048,BCL2-like 1,-0.32668454129284363,5.182367670466741,-1.954187218965462,0.07782861143050791,0.30272514464447714,-5.482250271413177
Kyat1,70266,kynurenine aminotransferase 1,0.3869143401093318,3.702544489869223,1.9537668075995467,0.0778836680651308,0.3028127625802696,-5.156919226174221
Pcyt1b,236899,"phosphate cytidylyltransferase 1, choline, beta isoform",-0.6519606636778628,1.1993014880288944,-1.9536507780828103,0.07789886956667717,0.3028127625802696,-4.878030126731278
Klf13,50794,Kruppel-like factor 13,0.3748517222435215,7.825397385522995,1.9532925273838966,0.0779458229251462,0.30290248124785757,-5.496960026175267
Csnk1g1,214897,"casein kinase 1, gamma 1",0.27150764968361507,6.385699409709869,1.9525438260179864,0.07804403511737097,0.30319127910875776,-5.516397312433102
Comt_2,NA,NA,-0.35219297819116635,3.2065721857558076,-1.9522909544350655,0.0780772320524773,0.3032274013718494,-5.225681502863226
Ankrd13b,268445,ankyrin repeat domain 13b,0.39678291759195883,4.591701766030905,1.9511916371668059,0.07822170337044558,0.3036955239792575,-5.338586418958565
Stim2,116873,stromal interaction molecule 2,0.25338675129462995,6.637334735102231,1.9507643870559583,0.07827791945789518,0.3038208143413197,-5.514650762492294
Tcp11,21463,t-complex protein 11,1.0070483547692852,0.4517329117982153,1.9504744900248148,0.07831608455696117,0.3038759880301906,-4.424505300568266
Stard10,56018,START domain containing 10,-0.35190964292210536,3.3283698032618942,-1.9501110545743037,0.07836395554214942,0.3039687764961149,-5.288303754600145
Gosr1,53334,golgi SNAP receptor complex member 1,-0.31653499473099167,6.443502469592944,-1.9491463880243032,0.07849115184051854,0.3042954727517954,-5.521506598353229
Pms2,18861,"PMS1 homolog2, mismatch repair system component",0.267220045842099,5.608572425342064,1.9490268991798751,0.07850692045811308,0.3042954727517954,-5.490205922269334
Srrm1,51796,serine/arginine repetitive matrix 1,0.31140614133451994,8.049606960223839,1.9489268382009868,0.07852012750546802,0.3042954727517954,-5.487178820105145
Napa,108124,N-ethylmaleimide sensitive fusion protein attachment protein alpha,0.2781515075992891,6.803053672828946,1.9485395717821852,0.07857126232133609,0.3043507438030976,-5.519343872102418
Itga2,16398,integrin alpha 2,1.186648474934731,1.2396284754371139,1.9490070836730746,0.07858236417866865,0.3043507438030976,-4.547514888165987
Cep164,214552,centrosomal protein 164,0.31209578943175664,5.567820291866442,1.9481557049370415,0.0786219788942119,0.3043547837987503,-5.497898755675915
Rasa4,54153,RAS p21 protein activator 4,1.1045120230766448,1.868215129165982,1.9513149082870174,0.07864423915420203,0.3043547837987503,-4.6559524354974755
Phf11d,219132,PHD finger protein 11D,0.6129675244163884,2.29630204173826,1.947684326910358,0.07868429921323537,0.3043547837987503,-4.846427172374733
Pgm2l1,70974,phosphoglucomutase 2-like 1,0.5521719342061511,4.59743634703467,1.9520315334504923,0.0787051693182554,0.3043547837987503,-5.344772493870943
Efcab1,66793,EF-hand calcium binding domain 1,-0.6190532322538227,1.2752959437121236,-1.9474949899856717,0.07870934418020131,0.3043547837987503,-4.786423350921172
Rdh12,77974,retinol dehydrogenase 12,-0.3446332938368881,3.5048340573207977,-1.9473590317373126,0.07872733294668179,0.3043547837987503,-5.308644406123552
Dio2,13371,"deiodinase, iodothyronine, type II",0.5689732146431548,0.7076389687145144,1.9470451751402778,0.07876887425092607,0.30442262457988123,-4.75103368598883
Myo10,17909,myosin X,-0.784936777075856,1.9805042857700035,-1.9467274490054534,0.07881094852908199,0.3044924832329453,-4.838157348667648
Eefsec,65967,"eukaryotic elongation factor, selenocysteine-tRNA-specific",-0.27811646374572696,5.455308142919529,-1.9463553883563731,0.07886024457957216,0.3045044351222919,-5.486362093866962
Galc,14420,galactosylceramidase,0.5035313557024348,2.83822335114528,1.9463418354394426,0.07886204081114843,0.3045044351222919,-4.951460980517977
Fancl,67030,"Fanconi anemia, complementation group L",-0.3387688914793543,4.612313647035264,-1.9459226997710874,0.07891760965386667,0.3046262948853849,-5.393129277351629
H2-Q10,15007,"histocompatibility 2, Q region locus 10",0.3039377312013576,4.549156330208891,1.9455500822217051,0.07896704178362798,0.3047243996808613,-5.413583106953979
Mterf3,66410,mitochondrial transcription termination factor 3,-0.2972559303898592,5.918740702982083,-1.9450976225051817,0.07902710471609883,0.3048634553474801,-5.516205764203716
0610011F06Rik,NA,NA,-0.3389847282001215,4.648171594676106,-1.9435416210575234,0.07923398524433013,0.30556863367175097,-5.413373556732164
R3hdm4,109284,R3H domain containing 4,0.26021707838469155,6.791521356359469,1.943133374358032,0.07928834781023412,0.30561567550036983,-5.5296747077132125
Zfp93,22755,zinc finger protein 93,-0.5211894357741278,1.4542581129263334,-1.9430882618776126,0.07929435716797112,0.30561567550036983,-4.857028110135743
Egf,13645,epidermal growth factor,0.6595519573636153,1.9829335098113356,1.942019653080162,0.07943682888178971,0.3060101612234761,-4.707118975954485
Mob3b,214944,MOB kinase activator 3B,-0.7424310042100064,1.8692294108868845,-1.9419588266566024,0.0794449457022486,0.3060101612234761,-4.77601861912628
Hmcn2,665700,hemicentin 2,-0.8200335577639858,0.11121454769449399,-1.9413772836125782,0.07952258718094521,0.3061995432307813,-4.520672171459493
Tuba4a,22145,"tubulin, alpha 4A",0.2582127750174026,6.9621344886565515,1.9412291314047436,0.0795423781910983,0.3061995432307813,-5.524758140228861
Gm42166,105246978,"predicted gene, 42166",-0.6585081049001593,1.1866656820817654,-1.940868289495051,0.07959060069171278,0.30629224797587257,-4.745638925959942
Zmynd11,66505,"zinc finger, MYND domain containing 11",0.31481401503127415,7.428881070341964,1.93940205490227,0.07978682685099087,0.3069242067848792,-5.5251612697444425
Nr4a1,15370,"nuclear receptor subfamily 4, group A, member 1",-0.5941538208257899,6.627235769714468,-1.9612917431880406,0.0798174837027721,0.3069242067848792,-5.494645936049268
Otud6b,72201,OTU domain containing 6B,-0.39653317810094535,4.7670458583296345,-1.9390994038417733,0.07982738669531064,0.3069242067848792,-5.426595939949827
Leng9,243813,leukocyte receptor cluster (LRC) member 9,-0.49749438966961934,2.4280695594274033,-1.9374983968778852,0.08004226557501772,0.30765715407931676,-5.010287144110776
Bcas2,68183,BCAS2 pre-mRNA processing factor,0.26848622589149684,6.842452755185425,1.936818928733367,0.08013362294989188,0.30791502361848216,-5.538843427366455
Sp140,434484,Sp140 nuclear body protein,0.29630186992728813,5.737285199498786,1.9355787887994553,0.08030061533371975,0.3084632780364021,-5.525613421392851
Sorl1,20660,"sortilin-related receptor, LDLR class A repeats-containing",0.6666496020222281,8.11149059543097,1.965676470612884,0.0803864825908818,0.3086996643804807,-5.466444169870513
Ankrd23,78321,ankyrin repeat domain 23,0.5063028379864116,4.961929552029497,1.9371136467303993,0.08057962165172794,0.30934772753922063,-5.415695593044452
Paip2,67869,polyadenylate-binding protein-interacting protein 2,-0.3027272698951391,6.936810957003401,-1.9316738649147183,0.08082855498507739,0.3100962522961475,-5.536684890763494
Helz2,229003,"helicase with zinc finger 2, transcriptional coactivator",0.38179967612603516,8.024880494416252,1.9315582591467912,0.08084423381531924,0.3100962522961475,-5.515743086677662
Neu3,50877,neuraminidase 3,-0.3307876149129516,4.274708369431211,-1.9315310862810764,0.08084791949839659,0.3100962522961475,-5.385001749644583
Chchd1,66121,coiled-coil-helix-coiled-coil-helix domain containing 1,-0.5963709829045536,5.3113694668005476,-1.952190330029691,0.08088272365847445,0.31013599207577025,-5.485823177583822
Lzts3,241638,"leucine zipper, putative tumor suppressor family member 3",-0.6124413316246645,1.2873070453139601,-1.9305184561375592,0.08098538250114375,0.31043581062674075,-4.709878273265591
Fbxo42,213499,F-box protein 42,0.33051741463497386,5.273923964191699,1.9295711552320223,0.08111417394873865,0.3108355901726355,-5.493227275539196
Cox5a,12858,cytochrome c oxidase subunit 5A,0.3573632912703699,6.371017326433032,1.9293425817497796,0.08114527844991344,0.31086089763662494,-5.553371156336754
Zfp770,228491,zinc finger protein 770,-0.3831110957462065,4.17584210165167,-1.9288408237948842,0.08121359706565963,0.31095734043122675,-5.321199181094983
Dock9,105445,dedicator of cytokinesis 9,0.5178383343488644,6.463847595345462,1.940568115099381,0.08121946927719778,0.31095734043122675,-5.540432772051281
Crebbp,12914,CREB binding protein,0.2776449074931753,7.072620329824227,1.92809131757461,0.08131574835165309,0.31123204074985655,-5.548481212418583
Nap1l4,17955,nucleosome assembly protein 1-like 4,-0.28444943034707837,7.9068472997713295,-1.927526799498612,0.08139276620684907,0.31139140780938585,-5.520579550604105
Sac3d1,66406,SAC3 domain containing 1,0.6179112376391833,3.3454522341314425,1.9273058185120515,0.081422933367183,0.31139140780938585,-5.124757874421512
Gm14434,668039,predicted gene 14434,-0.5040794975113565,2.406794937733888,-1.92724664743318,0.08143101285557552,0.31139140780938585,-4.984701224204548
Lix1l,280411,Lix1-like,-0.3854169254830504,3.2706154197380415,-1.9265587392376717,0.08152499769391809,0.3115436167756377,-5.217814305944628
2610020H08Rik,NA,NA,0.37601313984801354,5.026686216541158,1.926472192407347,0.08153682921638522,0.3115436167756377,-5.375520182746682
Rpl22l1,68028,ribosomal protein L22 like 1,-0.5476109959075623,6.929000288699456,-1.942137239979988,0.0815444791387053,0.3115436167756377,-5.53262062808191
Gpam,14732,"glycerol-3-phosphate acyltransferase, mitochondrial",0.31924710483186036,4.3176466514208505,1.925222980250156,0.08170778265704402,0.31202201191286794,-5.369778722576818
Stambp,70527,STAM binding protein,-0.2502782849251073,5.93563618698073,-1.9250690306767393,0.0817288735482309,0.31202201191286794,-5.559129666107341
Nat9,66176,"N-acetyltransferase 9 (GCN5-related, putative)",-0.4199455510921375,2.943563199702966,-1.9249624962019594,0.08174347159507984,0.31202201191286794,-5.182524048611462
Txnrd1,50493,thioredoxin reductase 1,0.30932134353372476,6.560722129121001,1.9246384004632981,0.08178789620464477,0.3120976923442204,-5.561999240012061
Acvr1,11477,"activin A receptor, type 1",-0.5353957495864385,2.0012885463964154,-1.9242568779492546,0.08184022120177147,0.31220346560675777,-5.07529752261749
Exog,208194,"endo/exonuclease (5'-3'), endonuclease G-like",0.35085258508469597,3.9732768171523687,1.9235621534811291,0.0819355810937893,0.312471775822917,-5.2648820080241725
Ly9,17085,lymphocyte antigen 9,0.3115076617628407,8.24421285917435,1.9233521156698763,0.08196443181490233,0.312471775822917,-5.51167406189986
Irgm1_1,NA,NA,-0.37392266056968904,5.085311570240376,-1.9231538854976635,0.081991669302039355,0.312471775822917,-5.421753407690449
Galnt10,171212,polypeptide N-acetylgalactosaminyltransferase 10,-0.37795807638471945,4.783097696858003,-1.9228741770041509,0.08203011649020611,0.312471775822917,-5.450114185033935
Klhl42,232539,kelch-like 42,0.31266318513558966,4.170478663268984,1.9228481702079723,0.08203369209222387,0.312471775822917,-5.2764840969956754
Macrod1,107227,mono-ADP ribosylhydrolase 1,0.44372072452131794,3.9813074258710968,1.9224180571297813,0.08209284815046802,0.3126032585033428,-5.242976475101805
Ccdc97,52132,coiled-coil domain containing 97,0.31099774516049283,6.233681729636826,1.9218414694421329,0.08217221193521203,0.31281158866905795,-5.56535540144205
Rab12,19328,"RAB12, member RAS oncogene family",0.3555657472914717,5.536977633508291,1.9214346976514847,0.0822282444757613,0.31289252453873057,-5.5129078119725845
Snrnp70,20637,small nuclear ribonucleoprotein 70 (U1),0.3113133251865463,8.758806184287835,1.9212339725625538,0.08225590730039116,0.31289252453873057,-5.509365399256048
Ctsz,64138,cathepsin Z,-0.4926784324809095,5.887344396620195,-1.9293671610175627,0.08227732813551966,0.31289252453873057,-5.546849347990139
Dynlrb1,67068,dynein light chain roadblock-type 1,-0.3425062693943328,6.237066397721637,-1.9207521847684994,0.0823223399217806,0.31289252453873057,-5.565249858413311
Gon4l,76022,gon-4-like (C.elegans),0.30291673058934077,7.180550457001688,1.9206508318924533,0.08233632158323197,0.31289252453873057,-5.5585299468517295
Gm6712,100862203,predicted gene 6712,-0.3902145737701521,4.224255132968217,-1.9206137618525225,0.08234143595797773,0.31289252453873057,-5.349455122084498
Fbxw4,30838,F-box and WD-40 domain protein 4,0.25221750106803764,6.330785581170868,1.9201549024074953,0.08240476702409366,0.3130394263478145,-5.564512065953382
Xlr4c_1,NA,NA,-0.3148264661308806,4.966783285504578,-1.9196341317759187,0.08247669779119354,0.31314558983152824,-5.470778069670633
Kynu,70789,kynureninase,-1.651657787036784,-0.144009679419833,-1.9425251681751767,0.08254234024941749,0.31314558983152824,-4.585163942797737
Ndrg3,29812,N-myc downstream regulated gene 3,-0.3141612388762267,6.927389529496455,-1.9190818711451783,0.08255304178831788,0.31314558983152824,-5.562505833322624
Dedd2,67379,death effector domain-containing DNA binding protein 2,0.23803810438938644,5.741677837874633,1.9190812494527623,0.08255312776747438,0.31314558983152824,-5.5559815584147785
Nmnat3,74080,nicotinamide nucleotide adenylyltransferase 3,-0.44127451081336044,5.011434810341041,-1.9195432214125059,0.082561872487347407,0.31314558983152824,-5.4657489753710244
Ppil1,68816,peptidylprolyl isomerase (cyclophilin)-like 1,-0.4021501537659651,5.057907052047379,-1.918744328492244,0.0825997356841264,0.31314558983152824,-5.512233672417583
Mier3,218613,MIER family member 3,-0.3230996222722,4.9754067909204185,-1.9187028393942678,0.08260547676277782,0.31314558983152824,-5.478604836057923
Sec14l1,74136,SEC14-like lipid binding 1,-0.3399553795707755,5.865228450797303,-1.917780392399297,0.08273321667042058,0.3135361568441745,-5.569719966981453
3300002I08Rik,69277,RIKEN cDNA 3300002I08 gene,-0.48271771323686385,4.128050431878902,-1.9174159860154982,0.08278372997702432,0.31360630694687086,-5.356779284213647
Ddx26b,NA,NA,-0.3119321813815752,6.281192877180747,-1.9171201855960396,0.08282475431504499,0.31360630694687086,-5.571253207177875
Lrrc57,66606,leucine rich repeat containing 57,0.2723766144780626,4.956326040168195,1.9170661008786631,0.08283225732494519,0.31360630694687086,-5.503288859952079
Zbtb41,226470,zinc finger and BTB domain containing 41,-0.3739493190061376,4.898271611290597,-1.9169013021300683,0.08285512325038363,0.31360630694687086,-5.468857238600975
Jak1,16451,Janus kinase 1,0.570193802506747,10.096524332764275,1.9264847206478106,0.08287531109653673,0.31360630694687086,-5.436034541041964
Blcap,53619,bladder cancer associated protein,-0.34570645774106445,3.7049412250890317,-1.9163131087389116,0.08293678323582561,0.3137453505355263,-5.285208370137552
Gfi1,14581,growth factor independent 1 transcription repressor,0.45290065910923616,5.274454071409528,1.9193235411225749,0.08309328176995227,0.3141516833834655,-5.5526563598425085
Cdk16,18555,cyclin-dependent kinase 16,0.30430119205915496,5.842191255415094,1.915184247604183,0.08309371448888006,0.3141516833834655,-5.551095011052038
Mis12,67139,MIS12 kinetochore complex component,-0.3386665327596079,4.0105976892345385,-1.9148371614896058,0.08314202085219995,0.31424067934843997,-5.353494913003432
Secisbp2l,70354,SECIS binding protein 2-like,-0.40171803930808103,6.445790725228677,-1.914884359764892,0.08320907381860909,0.31433585096676425,-5.573467696388941
Dvl3,13544,dishevelled segment polarity protein 3,0.31230052487309745,5.6472218423977925,1.914300593945287,0.08321674995250325,0.31433585096676425,-5.5395211015068995
Stat1,20846,signal transducer and activator of transcription 1,-0.3596288689321536,9.824300755915235,-1.9129900185889215,0.08339953923584105,0.3149325457810569,-5.4747576317302205
Rab26,328778,"RAB26, member RAS oncogene family",-1.2152334587705882,-0.7690361700767911,-1.9141793353454803,0.08346701702445175,0.3149792309443369,-4.580931311984793
Dolk,227697,dolichol kinase,-0.5852652244430097,2.169157503147025,-1.9123956502106232,0.08348256006343094,0.3149792309443369,-4.956396095778441
Fam107b,66540,"family with sequence similarity 107, member B",0.27679367461127136,9.049384608876585,1.9123504580051527,0.08348887560535782,0.3149792309443369,-5.491643567227473
Gm5617,434402,predicted gene 5617,-0.5103420716030642,1.842373051283031,-1.9120139330870147,0.08353591839530322,0.3149792309443369,-4.863379638101946
Trpv2,22368,"transient receptor potential cation channel, subfamily V, member 2",0.2753638074147844,7.08808293166735,1.9117660760935773,0.08357058203146946,0.3149792309443369,-5.563396515706193
Dhx33_1,NA,NA,0.3390091216439224,4.73838530683341,1.9117213254973666,0.08357684197547612,0.3149792309443369,-5.424648400342088
Arhgap18,73910,Rho GTPase activating protein 18,-0.31543521765047977,5.04885905273844,-1.911564305451373,0.0835988101905005,0.3149792309443369,-5.545117986180033
Hsd17b10,15108,hydroxysteroid (17-beta) dehydrogenase 10,-0.2966309558123159,5.564511593099943,-1.9114807524161002,0.0836105020350352,0.3149792309443369,-5.564066096541035
Nras,18176,neuroblastoma ras oncogene,0.25192824175431117,7.119544880702637,1.9106376579947246,0.08372856386781566,0.31525517816636994,-5.578643598804624
Glt28d2,320302,glycosyltransferase 28 domain containing 2,-0.6007947147094428,0.2850171568441275,-1.9106028248165425,0.08373344502054435,0.31525517816636994,-4.93637551842717
Brd2_3,NA,NA,0.2641740256939782,6.728036089669516,1.910127288740667,0.08380010801874584,0.31528866109301046,-5.579145887922318
Zfp580,68992,zinc finger protein 580,0.7053008981677176,2.088573294207785,1.9100561325750256,0.083810087275692,0.31528866109301046,-4.766767356630556
Emc2,66736,ER membrane protein complex subunit 2,-0.32709395274710396,6.1027410444553905,-1.909924532440107,0.08382854636849653,0.31528866109301046,-5.580814188249878
Ccar2,219158,cell cycle activator and apoptosis regulator 2,-0.2552738140040951,6.923809829973205,-1.9098305184200208,0.08384173569733742,0.31528866109301046,-5.57545687854194
Exoc3,211446,exocyst complex component 3,-0.30934945740645325,6.499162617743524,-1.9093970831947085,0.0839025676947392,0.31535289144391593,-5.580080457255495
Jmy,57748,junction-mediating and regulatory protein,0.509324019253687,5.132256226435247,1.915543802682546,0.08390852470954131,0.31535289144391593,-5.49896045333719
Brpf1,78783,"bromodomain and PHD finger containing, 1",0.28036408495854914,6.559464064482463,1.9090364565617028,0.08395321231393732,0.3154274083030017,-5.586115746530593
Arhgap25,232201,Rho GTPase activating protein 25,-0.27804188578227507,6.88452241498525,-1.908470254487662,0.08403278414156197,0.31554301856249717,-5.571810143975767
LOC108167918_1,NA,NA,0.5528377767619146,3.3040507516513973,1.9084635868288677,0.08403372160487689,0.31554301856249717,-5.162325728972642
Dhx33,216877,DEAH (Asp-Glu-Ala-His) box polypeptide 33,0.33260946720247464,4.75709486599131,1.9079851118188758,0.08410101983731735,0.31570228985085286,-5.434920011962628
Zfp239,22685,zinc finger protein 239,0.48748010376993456,2.7491331995309842,1.9066808298425924,0.08428472297752852,0.3162983037973623,-5.013466176813172
Brd2_2,NA,NA,0.2639390155384769,6.721242688810524,1.906189709102026,0.08435399184201413,0.3163478666575923,-5.5854282363834225
Chek2,50883,checkpoint kinase 2,0.5237750162123671,3.735337570755608,1.9060970121042382,0.08436707197246424,0.3163478666575923,-5.206072465918424
Ercc6,319955,"excision repair cross-complementing rodent repair deficiency, complementation group 6",0.3042419087734265,6.4376595848897225,1.9059575917682912,0.08438674860167385,0.3163478666575923,-5.590344926871597
Zfp850,100043772,zinc finger protein 850,-0.27754650462170627,4.377192715247108,-1.9058802808106028,0.08439766146248029,0.3163478666575923,-5.406238444275989
Kiss1r,114229,KISS1 receptor,0.9594495758616186,0.41283712114145255,1.9055499165165648,0.08444430891720159,0.31637175650119603,-4.5073774139547
Zfp937,245174,zinc finger protein 937,-0.5971348404009126,1.0839741729546253,-1.9053435889135142,0.08447345451033016,0.31637175650119603,-4.758310940009688
Pus7,78697,pseudouridylate synthase 7,0.3055947215514898,5.415502376176866,1.9052731952257957,0.08448340037292743,0.31637175650119603,-5.490538231442685
Pik3r1,18708,phosphoinositide-3-kinase regulatory subunit 1,0.358040360286787,7.155176846529516,1.9050659169694808,0.08451269284179352,0.31637175650119603,-5.583031004827763
4930583I09Rik,78057,RIKEN cDNA 4930583I09 gene,-2.9334225282424353,-0.9674131142834518,-1.9444383256682183,0.08452870858599107,0.31637175650119603,-4.278063556183586
Thoc7,66231,THO complex 7,-0.3042260689020919,6.610327360585578,-1.9043385579358647,0.08461555739633451,0.31660341853279045,-5.588603562556997
Sipa1l3,74206,signal-induced proliferation-associated 1 like 3,0.4793198276584043,4.798154492643218,1.9055121067356176,0.08474478578566576,0.31694473653717165,-5.451980008045418
Bnip3l,12177,BCL2/adenovirus E1B interacting protein 3-like,-0.28213668162898653,6.838187783605898,-1.9033415984418312,0.08475673794692808,0.31694473653717165,-5.583458714954403
Cactin,70312,"cactin, spliceosome C complex subunit",0.31613786465887017,5.712059046765055,1.902909873195979,0.0848179427621452,0.3170456797220343,-5.5681656236331545
Acp2,11432,"acid phosphatase 2, lysosomal",-0.43404345929766075,3.518854215889538,-1.9027987179278607,0.08483370764945668,0.3170456797220343,-5.350179174397349
Upk1a,109637,uroplakin 1A,0.8574227032714946,0.8386615463650412,1.9023618214846238,0.08489569795027954,0.3171586627538024,-4.593866316818566
Dusp12,80915,dual specificity phosphatase 12,-0.31232541819540494,4.236502136271277,-1.9022333629378456,0.08491393264302227,0.3171586627538024,-5.391023630885258
Nek8,140859,NIMA (never in mitosis gene a)-related expressed kinase 8,0.425363085431429,4.1909867233665885,1.90118700859842,0.08506259790211719,0.31762043619248465,-5.339911787792973
Esrp2,77411,epithelial splicing regulatory protein 2,0.9541658595044581,-0.1381455071698301,1.900673899322962,0.08513558819178957,0.3176419979393207,-4.4639046937063185
Tesk1,21754,testis specific protein kinase 1,0.39426676863806787,4.8124489095435585,1.900655892588132,0.08513815072087251,0.3176419979393207,-5.4804207019635935
Gm4924,237412,predicted gene 4924,-0.3004103914670684,4.176108131295293,-1.9005273473824706,0.08515644599845937,0.3176419979393207,-5.370567020709751
Snx18,170625,sorting nexin 18,-0.3072050787878995,5.083436879101237,-1.9004425857607403,0.08516851174255745,0.3176419979393207,-5.567314123967654
Slc28a1,434203,"solute carrier family 28 (sodium-coupled nucleoside transporter), member 1",-0.41850228467537365,2.753573421335733,-1.899482463186049,0.08530529499435908,0.3180586491003315,-5.154718983991468
Alyref2,56009,Aly/REF export factor 2,-0.6443597178377167,2.1254276901549973,-1.8988242857716366,0.08539917936170853,0.31831515503565155,-4.954679550410065
Igsf3,78908,"immunoglobulin superfamily, member 3",0.5383573844731595,2.4913299856023197,1.8983233002324733,0.0854707055598289,0.3184881973988573,-5.082287913823064
Mrto4,69902,"mRNA turnover 4, ribosome maturation factor",0.43814575119366506,5.032627230944338,1.8979839476357614,0.08551918678244559,0.3185696691231191,-5.482024161942783
Cd47,16423,"CD47 antigen (Rh-related antigen, integrin-associated signal transducer)",0.30397637616352924,7.7545841637550454,1.8978188286992632,0.08554278552194727,0.3185696691231191,-5.583766714471673
Gm40600,105245106,"predicted gene, 40600",0.8606777978531257,3.888978118661672,1.923800674641393,0.08556978465651263,0.31857352064584504,-5.212691303852191
Pikfyve,18711,"phosphoinositide kinase, FYVE type zinc finger containing",-0.3603565249448595,5.869795472942104,-1.8974603757766952,0.08559403624540399,0.31857352064584504,-5.590020142185256
Slc25a20,57279,"solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20",-0.2530719573520219,5.408563711809798,-1.8970146500613196,0.08565780468509636,0.3187173682828453,-5.580550773461744
Esco1,77805,establishment of sister chromatid cohesion N-acetyltransferase 1,-0.39227332838718265,6.6007520480922155,-1.896358759592789,0.0857517206773574,0.31881057017931236,-5.597368061816249
Ano8,382014,anoctamin 8,0.35216484985650975,4.774275615745151,1.8962135902599526,0.08577252014437974,0.31881057017931236,-5.459598964678649
Elmo2,140579,engulfment and cell motility 2,0.25812962955081,6.341061210585428,1.8962124461330565,0.08577268409032099,0.31881057017931236,-5.6050094076220995
B3gnt3,72297,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3",-0.7108984709516586,0.990068951161991,-1.8961379384923018,0.08578336117529732,0.31881057017931236,-4.673256748780468
Cox19,68033,cytochrome c oxidase assembly protein 19,-0.37638603483383326,3.9492454097324794,-1.895845207768075,0.08582532195551847,0.3188367330970682,-5.366055377066809
Mrm1,217038,mitochondrial rRNA methyltransferase 1,0.30618765897639477,4.189782656505401,1.8957382457342167,0.08584065891074913,0.3188367330970682,-5.3202384534362945
Tbc1d10b,68449,"TBC1 domain family, member 10b",0.25644128081790907,6.237744877104659,1.8950157853051577,0.08594431675020327,0.3190592433427179,-5.607708121306118
Fam84b,NA,NA,0.4457121984583874,4.066121967846546,1.89497021796516,0.08595085858649194,0.3190592433427179,-5.30814080347149
Tmem164,209497,transmembrane protein 164,-0.2901782100776469,6.298328809381545,-1.8947901942353587,0.0859767080483127,0.3190618519207346,-5.605734950041581
Pou2f1,18986,"POU domain, class 2, transcription factor 1",-0.4670720824268928,4.893999915949339,-1.8973762423442648,0.08600828406872503,0.3190857041707553,-5.502315747612746
Maff,17133,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian)",-0.8859628182757904,3.7692148450952314,-1.9447729795843585,0.08605991070738422,0.31910570733736593,-5.471186003853957
Calcoco1,67488,calcium binding and coiled coil domain 1,0.31043579599085813,6.105317724936448,1.894096620668873,0.08607636500899368,0.31910570733736593,-5.6084136361241015
Gm15753,624083,predicted gene 15753,0.3546705666249377,6.236226285986353,1.8938504098596443,0.08611176781876814,0.31910570733736593,-5.606245545088482
Prkcq,18761,"protein kinase C, theta",0.28601451102329456,9.106310967391028,1.8938329657251254,0.08611427663328665,0.31910570733736593,-5.529113273452374
Zfp82,330502,zinc finger protein 82,0.46052642267114763,3.3197838534817943,1.893642299696056,0.0861417026233463,0.3191141380686184,-5.155103523179504
Ccr5,12774,chemokine (C-C motif) receptor 5,0.6199697864034448,5.913799443739359,1.9204713433822245,0.08624587243167176,0.31937819951119845,-5.555784901086163
